"Installation Name","Program Name","Installation type","Year Energized",GeoCode,Address,City,State,Zip,"Project Status","Utility Name","Project Developer or Owner","Project Capacity KW-AC","System Size Category","LMI Share of Capacity","LMI Project Capacity KW-AC","LMI Requirement","Utility Type","Regulatory Structure","Energy Rate Average","Energy Rate Category","Community Solar Bill Credit Value","Community Solar Enabling Legislation","Value of State Level RECs & Subsidies","Eligible for Tax Benefits","LMI Customer Savings (category)","LMI Customer Savings %","Minimum LMI Savings Mandated","Potential # LMI Subscribers"
"SLD - 60 Littell Rd","New Jersey Community Solar Pilot Program Phase 2",Roof,2022,"-74.3867682290299,40.812528352240015","60 Littell Road","East Hanover","New Jersey",07936,Planned,"Jersey Central Power and Light (JCP&L)","Solar Landscape",1046,"500 KW to 1,999 KW",51,534,Carve-out,"Investor-owned utility (IOU)",Regulated,0.16,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Low = less than 20%",15,No,213
"SLD - 6730 Delilah Rd","New Jersey Community Solar Pilot Program Phase 2",Roof,2022,"-74.5346872322087,39.41512889606641","6730 Delilah Road","Egg Harbor","New Jersey",08234,Planned,Atlantic City Electric,"Solar Landscape",710,"500 KW to 1,999 KW",51,362,Carve-out,"Investor-owned utility (IOU)",Regulated,0.16,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Low = less than 20%",15,No,145
"SLD - 725 NJ Route
1","New Jersey Community Solar Pilot Program Phase 2",Roof,2022,"-74.3045046291016,40.56147149944272","725 NJ Route 1",Iselin,"New Jersey",08830,Planned,"Public Service Electric and Gas (PSE&G)","Solar Landscape",343,"Less than 500 KW",51,175,Carve-out,"Investor-owned utility (IOU)",Regulated,0.16,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Low = less than 20%",15,No,70
"SLD - 777 Lehigh Ave","New Jersey Community Solar Pilot Program Phase 2",Roof,2022,"-74.24636100288528,40.67977123387468","777 Lehigh Avenue",Union,"New Jersey",07083,Planned,"Public Service Electric and Gas (PSE&G)","Solar Landscape",1315,"500 KW to 1,999 KW",51,671,Carve-out,"Investor-owned utility (IOU)",Regulated,0.16,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Low = less than 20%",15,No,268
"SLD - 900 Towbin Ave","New Jersey Community Solar Pilot Program Phase 2",Roof,2022,"-74.1914075434948,40.05918407083221","900 Towbin Ave",Lakewood,"New Jersey",08701,Planned,"Jersey Central Power and Light (JCP&L)","Solar Landscape",831,"500 KW to 1,999 KW",51,424,Carve-out,"Investor-owned utility (IOU)",Regulated,0.16,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Low = less than 20%",15,No,169
"SLD - Eagles Solar I","New Jersey Community Solar Pilot Program Phase 2",Ground,2022,"-74.23107649867028,39.90800610758724","630 Pinewald
Keswick Road",Berkeley,"New Jersey",08722,Planned,"Jersey Central Power and Light (JCP&L)","Hathaway Solar, LLC",3846,"More than 2 MW",51,1962,Carve-out,"Investor-owned utility (IOU)",Regulated,0.16,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Low = less than 20%",18,No,785
"SLD - Eagles Solar II","New Jersey Community Solar Pilot Program Phase 2",Ground,2022,"-74.22685316128494,39.907505133770385","630 Pinewald Keswick Road",Berkeley,"New Jersey",08722,Planned,"Jersey Central Power and Light (JCP&L)","Hathaway Solar, LLC",3846,"More than 2 MW",51,1962,Carve-out,"Investor-owned utility (IOU)",Regulated,0.16,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Low = less than 20%",18,No,785
"Solar Landscape - Edison","New Jersey Community Solar Pilot Program Phase 1",Roof,2021,"-74.412516793887,40.51887256933167",,"Township of Edison.","New Jersey",,Operational,"Public Service Electric and Gas (PSE&G)","Solar Landscape",2454,"More than 2 MW",51,1251,Carve-out,"Investor-owned utility (IOU)",Regulated,0.16,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Low = less than 20%",15,No,501
"Solar Landscape - North Bergen","New Jersey Community Solar Pilot Program Phase 1",Roof,2021,"-74.02382203725884,40.80218452198878","7001 Anpesil Drive","North Bergen","New Jersey",07047,Operational,"Public Service Electric and Gas (PSE&G)","Solar Landscape",1708,"500 KW to 1,999 KW",51,871,Carve-out,"Investor-owned utility (IOU)",Regulated,0.16,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Low = less than 20%",15,No,348
"SolHarvest Energy, LLC ","Maryland Community Solar Pilot Program",Ground,2022,"-75.54341598449342,38.32137590769955","4637 Snow Hill Rd",Salisbury,Maryland,21804,Planned,"Delmarva Power","SolHarvest Energy, LLC ",2000,"More than 2 MW",30,600,Carve-out,"Investor-owned utility (IOU)",Deregulated,0.13,"Moderate = $0.11 - $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Moderate = 20% to 50%",25,No,240
Soltage,"New Jersey Community Solar Pilot Program Phase 1",Ground,2021,"-74.93536537592031,40.04923278698324","900 Coopertown Road","Delanco Township ","New Jersey",08075,Operational,"Public Service Electric and Gas (PSE&G)",Soltage,2423,"More than 2 MW",55,1333,Carve-out,"Investor-owned utility (IOU)",Regulated,0.16,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Low = less than 20%",18,No,533
"Somers Solar LLC","New Jersey Community Solar Pilot Program Phase 2",Roof,2022,"-74.5068835979439,40.48450502380312","17 & 20 Veronica Avenue",Franklin,"New Jersey",08873,Planned,"Public Service Electric and Gas (PSE&G)","Somers Solar LLC",977,"500 KW to 1,999 KW",51,498,Carve-out,"Investor-owned utility (IOU)",Regulated,0.16,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Low = less than 20%",18,No,199
"Spano Partners Holding","New Jersey Community Solar Pilot Program Phase 1",Ground,2021,"-74.25548543946951,40.02786067580119","2498 Route 70","Manchester Township","New Jersey",08759,Operational,jersey-central-power-and-light,"Spano Partners Holding",3845,"More than 2 MW",51,1961,Carve-out,"Investor-owned utility (IOU)",Regulated,0.16,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Low = less than 20%",18,No,784
"Spark CSG 1 LLC - Spark 1","Solar Rewards Community CO",Roof,2019,"-104.985359,39.756720","2500 Lawrence",Denver,Colorado,80205,Operational,"Public Service Company of Colorado (PSCo)","Pivot Energy",50,"Less than 500 KW",17,9,Carve-out,"Investor-owned utility (IOU)",Regulated,0.12,"Moderate = $0.11 - $0.15 per kWh","Supply-only/Avoided Cost","Enabling Legislation","Moderate = 10% to 25% of value stack",Yes,"High = greater than 50%",50,No,3
"SR Mass Solar 21, LLC",SMART,Ground,2022,"-71.01862966229594,41.59401613322098","756 Fisher Rd",Dartmouth,Massachusetts,02747,Planned,"Eversource MA East","CSG Developers LLC dba Commercial Solar Guy",149,"Less than 500 KW",51,76,Carve-out,"Investor-owned utility (IOU)",Deregulated,0.22,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","Moderate = 10% to 25% of value stack",Yes,"Moderate = 20% to 50%",35,Yes,30
"SRC 050356 LLC - Spark 2","Solar Rewards Community CO",Roof,2019,"-104.99082338731041,39.75265395265862","2020 Lawrence Street",Denver,Colorado,80205,Operational,"Public Service Company of Colorado (PSCo)","Pivot Energy",50,"Less than 500 KW",17,9,Carve-out,"Investor-owned utility (IOU)",Regulated,0.12,"Moderate = $0.11 - $0.15 per kWh","Supply-only/Avoided Cost","Enabling Legislation","Moderate = 10% to 25% of value stack",Yes,"High = greater than 50%",50,No,3
"SRC050357 LLC","Solar Rewards Community CO",Ground,2018,"-108.04891730815368,39.43649754379229",,Parachute,Colorado,81635,Operational,"Public Service Company of Colorado (PSCo)","Pivot Energy",77,"Less than 500 KW",5,4,Carve-out,"Investor-owned utility (IOU)",Regulated,0.12,"Moderate = $0.11 - $0.15 per kWh","Supply-only/Avoided Cost","Enabling Legislation","Moderate = 10% to 25% of value stack",Yes,"High = greater than 50%",50,No,2
"SRE Solar Origination 2, LLC","New Jersey Community Solar Pilot Program Phase 1",Roof,2021,"-74.66238297956517,40.57189995669301",,Bridgewater,"New Jersey",,Operational,"Public Service Electric and Gas (PSE&G)","SRE Energy",1044,"500 KW to 1,999 KW",51,532,Carve-out,"Investor-owned utility (IOU)",Regulated,0.16,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Low = less than 20%",18,No,213
"St. James Mutual Homes","DC Solar for All",Roof,2020,"-77.01424281392171,38.87328663287691","215 O St SW",Washington,"District of Columbia",20024,Operational,"Potomac Electric Power Company (Pepco) DC",SaveSolar,120,"Less than 500 KW",100,120,"Income eligible only","Investor-owned utility (IOU)",Deregulated,0.13,"Moderate = $0.11 - $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"High = greater than 50%",100,Yes,48
"St. Luke Baptist Church Community Solar Project","DC Solar for All",Roof,2020,"-77.03416396085912,38.952161747025215","1415 Gallatin St NW",Washington,"District of Columbia",20011,Operational,"Potomac Electric Power Company (Pepco) DC",Groundswell,60,"Less than 500 KW",100,60,"Income eligible only","Investor-owned utility (IOU)",Deregulated,0.13,"Moderate = $0.11 - $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"High = greater than 50%",100,Yes,24
"Stafford Park Solar 3, LLC","New Jersey Community Solar Pilot Program Phase 2",Ground,2022,"-74.29757791374156,39.715497164653044","400 Haywood Road",Manahawkin,"New Jersey",08050,Planned,Atlantic City Electric,"Stafford Park Solar 3 LLC",3838,"More than 2 MW",51,1958,Carve-out,"Investor-owned utility (IOU)",Regulated,0.16,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Low = less than 20%",18,No,783
"Stanley Marketplace","Solar Rewards Community CO",Roof,2018,"-104.878192,39.752778","2501 Dallas St",Aurora,Colorado,80010,Operational,"Public Service Company of Colorado (PSCo)","Pivot Energy",80,"Less than 500 KW",18,14,Carve-out,"Investor-owned utility (IOU)",Regulated,0.12,"Moderate = $0.11 - $0.15 per kWh","Supply-only/Avoided Cost","Enabling Legislation","Moderate = 10% to 25% of value stack",Yes,"High = greater than 50%",50,No,6
"Studio Park","New Jersey Community Solar Pilot Program Phase 2",Roof,2022,"-74.72977812624272,40.23588073992972","1800 E State St.",Hamilton,"New Jersey",08609,Planned,"Public Service Electric and Gas (PSE&G)","UGE USA,
Inc.",684,"500 KW to 1,999 KW",51,349,Carve-out,"Investor-owned utility (IOU)",Regulated,0.16,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Low = less than 20%",18,No,140
"Summit Solar I, LLC","Solar Rewards Community CO",Ground,2013,"-106.031852,39.485544","710 Wellington Rd",Breckenridge,Colorado,80424,Operational,"Public Service Company of Colorado (PSCo)","Clean Energy Collective (CEC)",383,"Less than 500 KW",6,21,Carve-out,"Investor-owned utility (IOU)",Regulated,0.12,"Moderate = $0.11 - $0.15 per kWh","Supply-only/Avoided Cost","Enabling Legislation","Moderate = 10% to 25% of value stack",Yes,"High = greater than 50%",100,No,9
"Sunset Ridge Solar","Oregon Shines",Ground,2022,"-121.812361,42.280385","5645 US-97","Klamath Falls",Oregon,97601,Planned,"Pacific Power","Sunset Ridge Project Manager LLC",2250,"More than 2 MW",10,225,Carve-out,"Investor-owned utility (IOU)",Deregulated,0.11,"Moderate = $0.11 - $0.15 per kWh","Retail Rate","Enabling Legislation","Moderate = 10% to 25% of value stack",Yes,"Moderate = 20% to 50%",25,No,90
"Sunstone Energy Development LLC - Elkridge","Maryland Community Solar Pilot Program",Roof,2022,"-76.74953612197537,39.187048284818125","6930 San Tomas Rd",Elkridge,Maryland,21075,Planned,"Baltimore Gas and Electric (BGE)","Obsidian I Sunstone Fort Meade Holding, LLC",850,"500 KW to 1,999 KW",30,255,Carve-out,"Investor-owned utility (IOU)",Deregulated,0.13,"Moderate = $0.11 - $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Moderate = 20% to 50%",25,No,102
"Sunstone Energy Development LLC - Glenn Dale - Holladay Tyler Rd","Maryland Community Solar Pilot Program",Roof,2022,"-76.81070197097631,38.987977065520354","7100 Holladay Tyler Rd","Glenn Dale",Maryland,20769,Planned,"Baltimore Gas and Electric (BGE)","Obsidian I Sunstone Fort Meade Holding, LLC",600,"500 KW to 1,999 KW",30,180,Carve-out,"Investor-owned utility (IOU)",Deregulated,0.13,"Moderate = $0.11 - $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Moderate = 20% to 50%",25,No,72
"Sunstone Energy Development LLC - Glenn Dale - Oakland Mills Rd","Maryland Community Solar Pilot Program",Roof,2022,"-76.82692317651238,39.17740498271277","7077 Oakland Mills Rd","Glenn Dale",Maryland,21046,Planned,"Baltimore Gas and Electric (BGE)","Obsidian I Sunstone Fort Meade Holding, LLC",750,"500 KW to 1,999 KW",30,225,Carve-out,"Investor-owned utility (IOU)",Deregulated,0.13,"Moderate = $0.11 - $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Moderate = 20% to 50%",25,No,90
"Sunstone Energy Development LLC - Hunt Valley","Maryland Community Solar Pilot Program",Roof,2022,"-76.66343978758702,39.48012865662977","10820 Gilroy Rd","Hunt Valley",Maryland,21031,Planned,"Baltimore Gas and Electric (BGE)","Obsidian I Sunstone Fort Meade Holding, LLC",500,"500 KW to 1,999 KW",30,150,Carve-out,"Investor-owned utility (IOU)",Deregulated,0.13,"Moderate = $0.11 - $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Moderate = 20% to 50%",25,No,60
"Sunstone Energy Development LLC - Mercedes Drive","Maryland Community Solar Pilot Program",Roof,2021,"-76.70298871699444,39.1671456155981","1300 Mercedes Drive",Edgewood,Maryland,21076,Operational,"Baltimore Gas and Electric (BGE)",,700,"500 KW to 1,999 KW",30,210,Carve-out,"Investor-owned utility (IOU)",Deregulated,0.13,"Moderate = $0.11 - $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Moderate = 20% to 50%",25,No,84
"Sunstone Energy Development LLC - Old Dorsey Run Rd","Maryland Community Solar Pilot Program",Roof,2022,"-76.79741040719681,39.133803744582515","8620 Old Dorsey Run Rd",Jessup,Maryland,20794,Planned,"Baltimore Gas and Electric (BGE)","Obsidian I Sunstone Fort Meade Holding, LLC",400,"Less than 500 KW",30,120,Carve-out,"Investor-owned utility (IOU)",Deregulated,0.13,"Moderate = $0.11 - $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Moderate = 20% to 50%",25,No,48
"Sunstone Energy Development LLC - Preston Ct","Maryland Community Solar Pilot Program",Roof,2022,"-76.79112185876323,39.1492963605446","8240 Preston Ct",Jessup,Maryland,20794,Planned,"Baltimore Gas and Electric (BGE)","Obsidian I Sunstone Fort Meade Holding, LLC",450,"Less than 500 KW",30,135,Carve-out,"Investor-owned utility (IOU)",Deregulated,0.13,"Moderate = $0.11 - $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Moderate = 20% to 50%",25,No,54
"Sunstone Energy Development LLC - Quarry Dr","Maryland Community Solar Pilot Program",Roof,2021,"-76.31404663082638,39.448011479551425","1502 Quarry Dr",Edgewood,Maryland,21040,Operational,"Baltimore Gas and Electric (BGE)",,450,"Less than 500 KW",30,135,Carve-out,"Investor-owned utility (IOU)",Deregulated,0.13,"Moderate = $0.11 - $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Moderate = 20% to 50%",25,No,54
"Sunwealth Power Inc.",SMART,Canopy,2022,"-70.93457990613996,41.63705364272337",,"New Bedford",Massachusetts,02746,Planned,"Eversource MA East","Sunwealth Power Inc.",200,"Less than 500 KW",51,102,Carve-out,"Investor-owned utility (IOU)",Deregulated,0.22,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","Moderate = 10% to 25% of value stack",Yes,"Moderate = 20% to 50%",35,Yes,41
"Taylor Solar","Taylor Solar",Ground,2022,"-122.479209,44.751391","265 SW Evergreen St",Lyons,Oregon,97358,Planned,"Pacific Power","Sulus Solar",1500,"500 KW to 1,999 KW",10,150,Carve-out,"Investor-owned utility (IOU)",Deregulated,0.11,"Moderate = $0.11 - $0.15 per kWh","Retail Rate","Enabling Legislation","Moderate = 10% to 25% of value stack",Yes,"Moderate = 20% to 50%",20,No,60
"Telegraph Road Installation","Delmarva Power CSEG Pilot",Roof,2019,"-75.83370716371157,39.606835374413734",,Elkton,Maryland,,Operational,"Delmarva Power","SGC Power LLC/ Nautilus Solar Energy",1000,"500 KW to 1,999 KW",30,300,Carve-out,"Investor-owned utility (IOU)",Deregulated,0.13,"Moderate = $0.11 - $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Moderate = 20% to 50%",25,No,120
"Temple Emunah","Temple Emunah Community Solar",Canopy,2020,"-71.2280634403539,42.42065673476755","9 Piper Rd",Lexington,Massachusetts,02421,Operational,Eversource,"Resonant Energy",340,"Less than 500 KW",50,170,"Income eligible only","Cooperative utility",Regulated,0.22,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","Moderate = 10% to 25% of value stack",Yes,"Moderate = 20% to 50%",20,No,68
"The City of Hoboken Community
Solar Project","New Jersey Community Solar Pilot Program Phase 2",Roof,2022,"-74.16157494432453,40.67913632165182","201 Bay Avenue",Elizabeth,"New Jersey",08873,Planned,"Public Service Electric and Gas (PSE&G)","The City of Hoboken",3013,"More than 2 MW",51,1536,Carve-out,"Investor-owned utility (IOU)",Regulated,0.16,"High = more than $0.15 per kWh","Retail Rate","Enabling Legislation","High = more than 25% of value stack",Yes,"Low = less than 20%",18,No,615
